Species,Treatment,Core,Timepoint,Sym.Host.old,Sym.Host,logSH,Y2,PropD.old,PropD,Batch,DHW,Recov.Days,Date,InitialDom,PropDAv,Colony
S.siderea,Bleached,2-22-a,Pre-bleach,0.002912481,0.000109352,-3.961175253,0.543,0.619809022,0,1,0,NaN,22/05/2019,C,0.026683691,22
S.siderea,Bleached,2-22-a,Pre-outplant,0.01330155,0.000953328,-3.020757547,0.145,0.274261106,0,1,NaN,62,14/08/2019,C,0.494825339,22
S.siderea,Bleached,2-22-a,Recovery,0,0,-6.5,0.224,NaN,NA,1,NaN,31,14/07/2019,C,0.666666667,22
S.siderea,Bleached,2-22-b,Post-bleach,3.70E-05,0,-6.5,0.307,0,NA,1,7.5,NaN,13/06/2019,C,0.25,22
S.siderea,Bleached,2-22-b,Pre-bleach,0.009593418,0.0009474,-3.023466817,0.523,0,0,1,0,NaN,22/05/2019,C,0.026683691,22
S.siderea,Bleached,2-22-b,Pre-outplant,0.008700178,0.000859188,-3.065912046,0.153,0,0,1,NaN,62,14/08/2019,C,0.494825339,22
S.siderea,Bleached,2-22-b,Recovery,9.65E-04,9.53E-05,-4.020929707,0.207,0,0,1,NaN,31,14/07/2019,C,0.666666667,22
S.siderea,Bleached,2-22-c,Post-bleach,0,0,-6.5,0.412,NaN,NA,2,6.43,NaN,06/12/2019,C,0.25,22
S.siderea,Bleached,2-22-c,Pre-bleach,0.001102321,0.00010886,-3.963131948,0.543,0,0,2,0,NaN,17/11/2019,C,0.026683691,22
S.siderea,Bleached,2-22-c,Pre-outplant,0.090450732,0.006464051,-2.18949525,0.203,0.34093866,0.089262986,2,NaN,91,05/03/2020,C,0.494825339,22
S.siderea,Bleached,2-22-c,Recovery,3.98E-04,3.93E-05,-4.405345012,0.235,0,0,2,NaN,31,06/01/2020,C,0.666666667,22
S.siderea,Control,2-22-d,Post-bleach,0.009182618,0.000808206,-3.092477767,NA,0.134179753,0.028524568,2,NaN,NaN,06/12/2019,NA,NA,22
S.siderea,Control,2-22-d,Pre-bleach,0.004877172,0.000481646,-3.317272092,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,22
S.siderea,Control,2-22-d,Pre-outplant,0.010447204,0.001031715,-2.986440127,NA,0,0,2,NaN,NaN,05/03/2020,NA,NA,22
S.siderea,Bleached,2-23-a,Post-bleach,2.46E-04,0,-6.5,0.231,0,NA,1,5.36,NaN,07/06/2019,C,0.25,23
S.siderea,Bleached,2-23-a,Pre-bleach,0.026890877,0.002655613,-2.575835213,0.527,0,0,1,0,NaN,22/05/2019,C,0.026683691,23
S.siderea,Bleached,2-23-a,Pre-outplant,0.008217186,0.000153749,-3.813189071,0.273,1,1,1,NaN,66,14/08/2019,C,0.494825339,23
S.siderea,Bleached,2-23-a,Recovery,0.038589712,0.000722037,-3.141440636,0.401,1,1,1,NaN,31,10/07/2019,C,0.666666667,23
S.siderea,Control,2-23-b,Post-bleach,0.024344119,0.002322285,-2.634084517,NA,0.03403453,0,1,NaN,NaN,07/06/2019,NA,NA,23
S.siderea,Control,2-23-b,Pre-bleach,0.090921206,0.008978939,-2.046774996,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,23
S.siderea,Control,2-23-b,Pre-outplant,0.031407668,0.003101669,-2.508404494,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,23
S.siderea,Bleached,2-23-c,Post-bleach,0.002014211,4.77E-05,-4.321892232,2.87E-01,0.938175186,0.741940461,2,9.36,NaN,12/12/2019,NA,NA,23
S.siderea,Bleached,2-23-c,Pre-bleach,0.021556068,0.000602417,-3.220102789,0.505,0.884615385,0.592263063,2,0,NaN,17/11/2019,NA,NA,23
S.siderea,Bleached,2-23-c,Pre-outplant,0.119271413,0.002247906,-2.648221827,0.226,0.998296237,0.991072555,2,NaN,85,05/03/2020,NA,NA,23
S.siderea,Bleached,2-23-c,Recovery,0.031084951,0.000581618,-3.235361994,0.136,1,1,2,NaN,31,12/01/2020,NA,NA,23
S.siderea,Bleached,2-23-d,Post-bleach,0.00131964,2.47E-05,-4.607456715,0.347,1,1,2,7.86,NaN,09/12/2019,NA,NA,23
S.siderea,Bleached,2-23-d,Pre-bleach,0.005924324,0.000266618,-3.574110574,0.516,0.671516119,0.279185985,2,0,NaN,17/11/2019,NA,NA,23
S.siderea,Bleached,2-23-d,Pre-outplant,0.653770063,0.012268517,-1.911207932,0.36,0.999310468,0.996371332,2,NaN,88,05/03/2020,NA,NA,23
S.siderea,Bleached,2-23-d,Recovery,0.149255923,0.002792669,-2.553980599,0.201,1,1,2,NaN,31,09/01/2020,NA,NA,23
S.siderea,Bleached,2-26-a,Post-bleach,0,0,-6.5,0.212,NaN,NA,1,11.64,NaN,23/06/2019,C,0.25,26
S.siderea,Bleached,2-26-a,Pre-bleach,0.001072922,0.000105957,-3.974872118,0.529,0,0,1,0,NaN,22/05/2019,C,0.026683691,26
S.siderea,Bleached,2-26-a,Pre-outplant,0.023566153,0.000440937,-3.355623478,0.181,1,1,1,NaN,52,14/08/2019,C,0.494825339,26
S.siderea,Bleached,2-26-a,Recovery,0.014719374,0.000275408,-3.560022845,0.164,1,1,1,NaN,31,24/07/2019,C,0.666666667,26
S.siderea,Bleached,2-26-b,Post-bleach,0,0,-6.5,0.242,NaN,NA,1,10.64,NaN,21/06/2019,C,0.25,26
S.siderea,Bleached,2-26-b,Pre-bleach,0.001761183,0.000173926,-3.759635671,0.5,0,0,1,0,NaN,22/05/2019,C,0.026683691,26
S.siderea,Bleached,2-26-b,Pre-outplant,2.88E-05,2.84E-06,-5.54639921,0.217,0,0,1,NaN,54,14/08/2019,C,0.494825339,26
S.siderea,Bleached,2-26-b,Recovery,0,0,-6.5,0.25,NaN,NA,1,NaN,31,22/07/2019,C,0.666666667,26
S.siderea,Control,2-26-c,Post-bleach,0.004333537,0.000427959,-3.368597707,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,26
S.siderea,Control,2-26-c,Pre-bleach,3.85E-04,3.80E-05,-4.420245996,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,26
S.siderea,Control,2-26-c,Pre-outplant,0.001643135,0.000147211,-3.832059819,NA,0.114482022,0.023908829,2,NaN,NaN,05/03/2020,NA,NA,26
S.siderea,Bleached,2-26-d,Post-bleach,4.81E-06,4.75E-07,-6.323056599,2.95E-01,0,0,2,12,NaN,17/12/2019,C,0.25,26
S.siderea,Bleached,2-26-d,Pre-bleach,4.53E-05,4.47E-06,-5.349224563,5.86E-01,0,0,2,0,NaN,17/11/2019,C,0.026683691,26
S.siderea,Bleached,2-26-d,Pre-outplant,0,0,-6.5,0.147,NaN,NA,2,NaN,80,05/03/2020,C,0.494825339,26
S.siderea,Bleached,2-26-d,Recovery,0,0,-6.5,0.205,NaN,NA,2,NaN,31,17/01/2020,C,0.666666667,26
S.siderea,Bleached,2-3-a,Post-bleach,0.001130162,3.02E-05,-4.520198306,0.385,0.900073242,0.630528654,1,7.5,NaN,13/06/2019,NA,NA,3
S.siderea,Bleached,2-3-a,Pre-bleach,0.009640667,0.000420031,-3.376718384,0.543,0.689446897,0.296083451,1,0,NaN,22/05/2019,NA,NA,3
S.siderea,Bleached,2-3-a,Pre-outplant,0.285567046,0.027237563,-1.564831744,0.316,0.042158247,0.008270089,1,NaN,62,14/08/2019,NA,NA,3
S.siderea,Bleached,2-3-a,Recovery,1.28E-04,2.40E-06,-5.619670075,0.439,1,1,1,NaN,31,14/07/2019,NA,NA,3
S.siderea,Bleached,2-3-b,Post-bleach,9.36E-04,3.95E-05,-4.403087287,0.39,0.572202789,0,1,7.5,NaN,13/06/2019,C,0.25,3
S.siderea,Bleached,2-3-b,Pre-bleach,0.009918868,0.000522278,-3.282098393,0.553,0.575931423,0.204653459,1,0,NaN,22/05/2019,C,0.026683691,3
S.siderea,Bleached,2-3-b,Pre-outplant,0.027841264,0.00058263,-3.234607003,0.312,0.97231224,0.869339722,1,NaN,62,14/08/2019,C,0.494825339,3
S.siderea,Bleached,2-3-b,Recovery,7.72E-05,1.44E-06,-5.840174547,0.449,1,1,1,NaN,31,14/07/2019,C,0.666666667,3
S.siderea,Control,2-3-c,Post-bleach,0.042766534,0.001390885,-2.856708625,NA,0.827444239,0.476035389,2,NaN,NaN,06/12/2019,NA,NA,3
S.siderea,Control,2-3-c,Pre-bleach,0.027653627,0.000714106,-3.14623755,NA,0.911141838,0.660181677,2,NaN,NaN,17/11/2019,NA,NA,3
S.siderea,Control,2-3-c,Pre-outplant,0.178946652,0.003630733,-2.440005659,NA,0.980275136,0.903992961,2,NaN,NaN,05/03/2020,NA,NA,3
S.siderea,Bleached,2-3-d,Post-bleach,0.099308569,0.001864743,-2.729380983,0.297,0.999167234,0.995620239,2,7.86,NaN,09/12/2019,NA,NA,3
S.siderea,Bleached,2-3-d,Pre-bleach,0.011960311,0.000318944,-3.496285317,0.552,0.900601907,0.631900151,2,0,NaN,17/11/2019,NA,NA,3
S.siderea,Bleached,2-3-d,Pre-outplant,0.173862959,0.003422421,-2.465666592,0.172,0.987831981,0.938954542,2,NaN,88,05/03/2020,NA,NA,3
S.siderea,Bleached,2-3-d,Recovery,0.055929256,0.001360395,-2.866334891,0.154,0.929877867,0.715299083,2,NaN,31,09/01/2020,NA,NA,3
S.siderea,Bleached,2-35-a,Post-bleach,0,0,-6.5,0.208,NaN,NA,1,13.64,NaN,03/07/2019,D,0.998917672,35
S.siderea,Bleached,2-35-a,Pre-bleach,0.152180994,0.002847398,-2.545551759,0.518,1,1,1,0,NaN,22/05/2019,D,0.952448892,35
S.siderea,Bleached,2-35-a,Pre-outplant,0.052806528,0.000988042,-3.005224563,0.213,1,1,1,NaN,42,14/08/2019,D,1,35
S.siderea,Bleached,2-35-a,Recovery,0.013906085,0.000260191,-3.584707304,0.217,1,1,1,NaN,31,03/08/2019,D,1,35
S.siderea,Bleached,2-35-b,Post-bleach,0.004568259,8.55E-05,-4.068161477,0.213,1,1,1,13.64,NaN,05/07/2019,D,0.998917672,35
S.siderea,Bleached,2-35-b,Pre-bleach,0.040466169,0.000757146,-3.120820081,0.509,1,1,1,0,NaN,22/05/2019,D,0.952448892,35
S.siderea,Bleached,2-35-b,Pre-outplant,0.111867285,0.002093105,-2.679209077,0.204,1,1,1,NaN,40,14/08/2019,D,1,35
S.siderea,Bleached,2-35-b,Recovery,0.002980686,0,-6.5,0.27,1,NA,1,NaN,31,05/08/2019,D,1,35
S.siderea,Bleached,2-35-c,Post-bleach,0.004208028,7.87E-05,-4.103833532,1.19E-01,1,1,2,13.29,NaN,19/12/2019,D,0.998917672,35
S.siderea,Bleached,2-35-c,Pre-bleach,0.35523856,0.006646728,-2.177392075,0.523,1,1,2,0,NaN,17/11/2019,D,0.952448892,35
S.siderea,Bleached,2-35-c,Pre-outplant,0.416491828,0.007792814,-2.108305691,0.281,1,1,2,NaN,78,05/03/2020,D,1,35
S.siderea,Bleached,2-35-c,Recovery,0.085754732,0.001604523,-2.794654081,0.224,1,1,2,NaN,31,19/01/2020,D,1,35
S.siderea,Control,2-35-d,Post-bleach,0.155540274,0.002910253,-2.536069315,NA,1,1,2,NaN,NaN,06/12/2019,NA,NA,35
S.siderea,Control,2-35-d,Pre-bleach,0.099743048,0.001866253,-2.729029542,NA,1,1,2,NaN,NaN,17/11/2019,NA,NA,35
S.siderea,Control,2-35-d,Pre-outplant,0.168621464,0.00315501,-2.50099932,NA,1,1,2,NaN,NaN,05/03/2020,NA,NA,35
S.siderea,Bleached,2-41-a,Post-bleach,0.01355103,0.000255566,-3.592497324,0.363,0.998139747,0.990259048,1,10.07,NaN,03/07/2019,D,0.998917672,41
S.siderea,Bleached,2-41-a,Pre-bleach,0.151425313,0.002831653,-2.547959999,0.47,0.999433021,1,1,0,NaN,22/05/2019,D,0.952448892,41
S.siderea,Bleached,2-41-a,Pre-outplant,0.152233745,0.002848385,-2.545401244,0.188,1,1,1,NaN,42,14/08/2019,D,1,41
S.siderea,Bleached,2-41-a,Recovery,0.051273603,0.00095936,-3.018018338,0.151,1,1,1,NaN,31,03/08/2019,D,1,41
S.siderea,Control,2-41-b,Post-bleach,0.217858148,0.004083519,-2.388965394,NA,0.999583588,0.997806072,1,NaN,NaN,07/06/2019,NA,NA,41
S.siderea,Control,2-41-b,Pre-bleach,0.117424615,0.002226011,-2.652472657,NA,0.996922544,0.983968157,1,NaN,NaN,22/05/2019,NA,NA,41
S.siderea,Control,2-41-b,Pre-outplant,0.110403674,0.00206572,-2.684928647,NA,1,1,1,NaN,NaN,14/08/2019,NA,NA,41
S.siderea,Bleached,2-41-c,Post-bleach,0.01158065,0.000216681,-3.664179223,9.30E-02,1,1,2,13.29,NaN,19/12/2019,D,0.998917672,41
S.siderea,Bleached,2-41-c,Pre-bleach,0.264004962,0.004987636,-2.302105212,0.509,0.997731234,0.988140487,2,0,NaN,17/11/2019,D,0.952448892,41
S.siderea,Bleached,2-41-c,Pre-outplant,0.469390352,0.008782577,-2.056378016,0.239,1,1,2,NaN,78,05/03/2020,D,1,41
S.siderea,Bleached,2-41-c,Recovery,0.057705798,0.00107971,-2.966692723,0.187,1,1,2,NaN,31,19/01/2020,D,1,41
S.siderea,Bleached,2-41-d,Post-bleach,0.002933543,5.49E-05,-4.260519645,9.40E-02,1,1,2,13.29,NaN,19/12/2019,D,0.998917672,41
S.siderea,Bleached,2-41-d,Pre-bleach,0.078014562,0.001609487,-2.793312406,0.539,0.976013385,0.88518018,2,0,NaN,17/11/2019,D,0.952448892,41
S.siderea,Bleached,2-41-d,Pre-outplant,0.437501568,0.008185919,-2.086932561,0.238,1,1,2,NaN,78,05/03/2020,D,1,41
S.siderea,Bleached,2-41-d,Recovery,0.040578521,0.000759249,-3.119615961,0.172,1,1,2,NaN,31,19/01/2020,D,1,41
S.siderea,Bleached,2-48-a,Post-bleach,0,0,-6.5,0.202,NaN,NA,1,10.64,NaN,21/06/2019,NA,NA,48
S.siderea,Bleached,2-48-a,Pre-bleach,4.57E-04,0,-6.5,0.476,0.97479981,NA,1,0,NaN,22/05/2019,NA,NA,48
S.siderea,Bleached,2-48-a,Pre-outplant,0,0,-6.5,0.31,NaN,NA,1,NaN,54,14/08/2019,NA,NA,48
S.siderea,Bleached,2-48-a,Recovery,0,0,-6.5,0.337,NaN,NA,1,NaN,31,22/07/2019,NA,NA,48
S.siderea,Bleached,2-48-b,Post-bleach,0,0,-6.5,0.224,NaN,NA,1,10.64,NaN,21/06/2019,NA,NA,48
S.siderea,Bleached,2-48-b,Pre-bleach,4.99E-06,0,-6.5,0.495,0,NA,1,0,NaN,22/05/2019,NA,NA,48
S.siderea,Bleached,2-48-b,Pre-outplant,5.94E-04,2.19E-06,-5.660339064,0.307,0.962718929,0,1,NaN,54,14/08/2019,NA,NA,48
S.siderea,Bleached,2-48-b,Recovery,0,0,-6.5,0.375,NaN,NA,1,NaN,31,22/07/2019,NA,NA,48
S.siderea,Bleached,2-48-c,Post-bleach,0,0,-6.5,3.36E-01,NaN,NA,2,12,NaN,17/12/2019,NA,NA,48
S.siderea,Bleached,2-48-c,Pre-bleach,0,0,-6.5,0.532,NaN,NA,2,0,NaN,17/11/2019,NA,NA,48
S.siderea,Bleached,2-48-c,Pre-outplant,0.012064779,0.000226465,-3.644998098,0.162,0.999248107,0.996044208,2,NaN,80,05/03/2020,NA,NA,48
S.siderea,Bleached,2-48-c,Recovery,0,0,-6.5,0.292,NaN,NA,2,NaN,31,17/01/2020,NA,NA,48
S.siderea,Bleached,2-48-d,Post-bleach,0,0,-6.5,2.47E-01,NaN,NA,2,12,NaN,17/12/2019,NA,NA,48
S.siderea,Bleached,2-48-d,Pre-bleach,0,0,-6.5,0.546,NaN,NA,2,0,NaN,17/11/2019,NA,NA,48
S.siderea,Bleached,2-48-d,Pre-outplant,0.140359339,0.002628831,-2.580237294,0.186,0.999766524,0.998768934,2,NaN,80,05/03/2020,NA,NA,48
S.siderea,Bleached,2-48-d,Recovery,0,0,-6.5,0.275,NaN,NA,2,NaN,31,17/01/2020,NA,NA,48
M.cavernosa,Bleached,3-100-a,Post-bleach,0.018829147,0.00174702,-2.757702231,0.134,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,100
M.cavernosa,Bleached,3-100-a,Pre-bleach,0.034966361,0.003244274,-2.488882445,0.548,0,0,1,0,NaN,22/05/2019,C,0.001442875,100
M.cavernosa,Bleached,3-100-a,Pre-outplant,0.145750004,0.013523082,-1.868924309,0.282,0.996842401,0.996842401,1,NaN,66,14/08/2019,C,0.938948279,100
M.cavernosa,Bleached,3-100-a,Recovery,0.003240544,0.000300666,-3.521915008,0.376,0.938906619,0.938906619,1,NaN,31,10/07/2019,C,0.439014519,100
M.cavernosa,Bleached,3-100-b,Post-bleach,0.026435336,0.002452742,-2.610348048,0.172,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,100
M.cavernosa,Bleached,3-100-b,Pre-bleach,0.014599993,0.001354627,-2.868180239,0.549,0,0,1,0,NaN,22/05/2019,C,0.001442875,100
M.cavernosa,Bleached,3-100-b,Pre-outplant,0.262202829,0.024327893,-1.613895511,0.315,0.988114418,0.988114418,1,NaN,66,14/08/2019,C,0.938948279,100
M.cavernosa,Bleached,3-100-b,Recovery,8.51E-04,7.90E-05,-4.102553736,0.368,0,0,1,NaN,31,10/07/2019,C,0.439014519,100
M.cavernosa,Bleached,3-100-c,Post-bleach,0.004559564,0.000423049,-3.373609602,0.155,0,0,2,6.43,NaN,06/12/2019,C,0.037037037,100
M.cavernosa,Bleached,3-100-c,Pre-bleach,0.171836865,0.015943492,-1.797416545,0.571,0,0,2,0,NaN,17/11/2019,C,0.001442875,100
M.cavernosa,Bleached,3-100-c,Pre-outplant,0.11403144,0.010580148,-1.975508276,0.23,0.998961938,0.998961938,2,NaN,91,05/03/2020,C,0.938948279,100
M.cavernosa,Bleached,3-100-c,Recovery,0.002947381,0.000273466,-3.563096623,0.254,0.984085758,0.984085758,2,NaN,31,06/01/2020,C,0.439014519,100
M.cavernosa,Control,3-100-d,Post-bleach,0.120876985,0.011215296,-1.950189267,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,100
M.cavernosa,Control,3-100-d,Pre-bleach,0.084150257,0.00780769,-2.10747744,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,100
M.cavernosa,Control,3-100-d,Pre-outplant,0.018059739,0.001675632,-2.775821425,NA,0.093304104,0.093304104,2,NaN,NaN,05/03/2020,NA,NA,100
M.cavernosa,Control,3-2-a,Post-bleach,0.210313226,0.019513434,-1.709666301,NA,0,0,1,NaN,NaN,07/06/2019,NA,NA,2
M.cavernosa,Control,3-2-a,Pre-bleach,0.041668803,0.003866145,-2.412721856,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,2
M.cavernosa,Control,3-2-a,Pre-outplant,0.144497004,0.013406825,-1.872674043,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,2
M.cavernosa,Bleached,3-2-b,Post-bleach,0.170295413,0.015800472,-1.801329934,0.14,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,2
M.cavernosa,Bleached,3-2-b,Pre-bleach,0.218864744,0.020306867,-1.692357076,0.539,0,0,1,0,NaN,22/05/2019,C,0.001442875,2
M.cavernosa,Bleached,3-2-b,Pre-outplant,0.663927193,0.061600973,-1.210412429,0.295,0.993029323,0.993029323,1,NaN,66,14/08/2019,C,0.938948279,2
M.cavernosa,Bleached,3-2-b,Recovery,0.028005868,0.000200531,-3.697818907,0.325,0.922827077,0,1,NaN,31,10/07/2019,C,0.439014519,2
M.cavernosa,Bleached,3-2-c,Post-bleach,0,0,-6.5,0.243,NaN,NA,2,7.86,NaN,09/12/2019,C,0.037037037,2
M.cavernosa,Bleached,3-2-c,Pre-bleach,0.193192566,0.017924932,-1.746542475,0.571,0,0,2,0,NaN,17/11/2019,C,0.001442875,2
M.cavernosa,Bleached,3-2-c,Pre-outplant,0.133369915,0.012374424,-1.907475011,0.294,1,1,2,NaN,88,05/03/2020,C,0.938948279,2
M.cavernosa,Bleached,3-2-c,Recovery,0,0,-6.5,0.331,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,2
M.cavernosa,Bleached,3-2-d,Post-bleach,6.29E-06,5.84E-07,-6.233846106,2.30E-01,0,0,2,7.86,NaN,09/12/2019,C,0.037037037,2
M.cavernosa,Bleached,3-2-d,Pre-bleach,0.18590165,0.017248461,-1.76324964,0.564,0,0,2,0,NaN,17/11/2019,C,0.001442875,2
M.cavernosa,Bleached,3-2-d,Recovery,0,0,-6.5,0.323,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,2
M.cavernosa,Control,3-27-a,Post-bleach,0.474872291,0.044059944,-1.355956056,NA,0,0,1,NaN,NaN,07/06/2019,NA,NA,27
M.cavernosa,Control,3-27-a,Pre-bleach,0.060964427,0.005656446,-2.247456388,NA,0,0,1,NaN,NaN,22/05/2019,NA,NA,27
M.cavernosa,Control,3-27-a,Pre-outplant,0.340236891,0.031568105,-1.500751484,NA,0,0,1,NaN,NaN,14/08/2019,NA,NA,27
M.cavernosa,Bleached,3-27-b,Post-bleach,0.024528647,0.002275835,-2.642859287,0.24,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,27
M.cavernosa,Bleached,3-27-b,Pre-bleach,0.040910401,0.003795778,-2.420699151,0.569,0,0,1,0,NaN,22/05/2019,C,0.001442875,27
M.cavernosa,Bleached,3-27-b,Pre-outplant,0.21721382,0.02015369,-1.695645433,0.306,0.998488262,0.998488262,1,NaN,66,14/08/2019,C,0.938948279,27
M.cavernosa,Bleached,3-27-b,Recovery,0.023594545,0.002189166,-2.659721278,0.352,0.935563841,0.935563841,1,NaN,31,10/07/2019,C,0.439014519,27
M.cavernosa,Bleached,3-27-c,Post-bleach,0.003459098,0.000320945,-3.493570055,0.162,0,0,2,6.43,NaN,06/12/2019,C,0.037037037,27
M.cavernosa,Bleached,3-27-c,Pre-bleach,0.882771209,0.081905917,-1.086684725,0.586,0,0,2,0,NaN,17/11/2019,C,0.001442875,27
M.cavernosa,Bleached,3-27-c,Pre-outplant,0.955298487,0.088635195,-1.052393795,0.182,0.999640797,0.999640797,2,NaN,91,05/03/2020,C,0.938948279,27
M.cavernosa,Bleached,3-27-c,Recovery,0,0,-6.5,0.285,NaN,NA,2,NaN,31,06/01/2020,C,0.439014519,27
M.cavernosa,Bleached,3-27-d,Post-bleach,3.37E-04,3.13E-05,-4.504428781,3.10E-01,0,0,2,7.86,NaN,09/12/2019,C,0.037037037,27
M.cavernosa,Bleached,3-27-d,Pre-bleach,0.268894375,0.024948752,-1.602951167,0.565,0,0,2,0,NaN,17/11/2019,C,0.001442875,27
M.cavernosa,Bleached,3-27-d,Pre-outplant,1.045726206,0.097025325,-1.013114894,0.299,1,1,2,NaN,88,05/03/2020,C,0.938948279,27
M.cavernosa,Bleached,3-27-d,Recovery,0.020312409,0.001884641,-2.724771449,0.276,1,1,2,NaN,31,09/01/2020,C,0.439014519,27
M.cavernosa,Bleached,3-28-a,Post-bleach,0.009281743,0.000861185,-3.064903341,0.18,0,0,1,8.07,NaN,23/06/2019,C,0.037037037,28
M.cavernosa,Bleached,3-28-a,Pre-bleach,NaN,NA,NA,0.537,0,0,1,0,NaN,22/05/2019,C,0.001442875,28
M.cavernosa,Bleached,3-28-a,Pre-outplant,0.679367699,0.063022254,-1.200506066,0.295,0.999820242,1,1,NaN,52,14/08/2019,C,0.938948279,28
M.cavernosa,Bleached,3-28-a,Recovery,0.004724919,0.000438391,-3.35813856,0.287,1,1,1,NaN,31,24/07/2019,C,0.439014519,28
M.cavernosa,Bleached,3-28-b,Post-bleach,0.001887394,0.000175118,-3.756670271,0.111,0,0,1,9.07,NaN,25/06/2019,C,0.037037037,28
M.cavernosa,Bleached,3-28-b,Pre-bleach,NaN,NA,NA,0.533,0,0,1,0,NaN,22/05/2019,C,0.001442875,28
M.cavernosa,Bleached,3-28-b,Pre-outplant,0.244093397,0.02264765,-1.644976855,0.287,1,1,1,NaN,50,14/08/2019,C,0.938948279,28
M.cavernosa,Bleached,3-28-b,Recovery,0.001329874,0.000123389,-3.908722422,0.262,1,1,1,NaN,31,26/07/2019,C,0.439014519,28
M.cavernosa,Bleached,3-28-c,Post-bleach,0,0,-6.5,0.347,NaN,NA,2,7.86,NaN,09/12/2019,C,0.037037037,28
M.cavernosa,Bleached,3-28-c,Pre-bleach,0.089288085,0.008284392,-2.081739375,0.568,0,0,2,0,NaN,17/11/2019,C,0.001442875,28
M.cavernosa,Bleached,3-28-c,Pre-outplant,0.418790487,0.038856522,-1.410536078,0.258,0.99944882,0.99944882,2,NaN,88,05/03/2020,C,0.938948279,28
M.cavernosa,Bleached,3-28-c,Recovery,0,0,-6.5,0.364,NaN,NA,2,NaN,31,09/01/2020,C,0.439014519,28
M.cavernosa,Control,3-28-d,Post-bleach,0.080750303,0.007492233,-2.125388725,NA,0,0,2,NaN,NaN,06/12/2019,NA,NA,28
M.cavernosa,Control,3-28-d,Pre-bleach,0.124533991,0.011554603,-1.937244978,NA,0,0,2,NaN,NaN,17/11/2019,NA,NA,28
M.cavernosa,Control,3-28-d,Pre-outplant,0.038025512,0.003528111,-2.452457815,NA,0,0,2,NaN,NaN,05/03/2020,NA,NA,28
M.cavernosa,Bleached,3-39-a,Post-bleach,0.258119579,0.023949037,-1.620711937,0.188,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,39
M.cavernosa,Bleached,3-39-a,Pre-bleach,0.211262921,0.019601549,-1.707709606,0.553,0,0,1,0,NaN,22/05/2019,C,0.001442875,39
M.cavernosa,Bleached,3-39-a,Pre-outplant,0.069890444,0.006484626,-2.188115089,0.448,0.24430684,0.24430684,1,NaN,66,14/08/2019,C,0.938948279,39
M.cavernosa,Bleached,3-39-a,Recovery,0.062485483,0.005797573,-2.236753754,0.464,0.066354601,0.066354601,1,NaN,31,10/07/2019,C,0.439014519,39
M.cavernosa,Bleached,3-39-b,Post-bleach,0.098899805,0.009176193,-2.037337451,0.222,0,0,1,5.36,NaN,07/06/2019,C,0.037037037,39
M.cavernosa,Bleached,3-39-b,Pre-bleach,0.110211533,0.009440713,-2.024995221,0.546,0.076768489,0,1,0,NaN,22/05/2019,C,0.001442875,39
M.cavernosa,Bleached,3-39-b,Pre-outplant,0.086321762,0.008009168,-2.096412586,0.397,0.251152761,0.251152761,1,NaN,66,14/08/2019,C,0.938948279,39
M.cavernosa,Bleached,3-39-b,Recovery,0.010445744,0.000969185,-3.013593487,0.415,0.168923979,0.168923979,1,NaN,31,10/07/2019,C,0.439014519,39
M.cavernosa,Bleached,3-39-c,Post-bleach,0.002474086,0.000229552,-3.639118058,0.21,0,0,2,6.43,NaN,06/12/2019,C,0.037037037,39
M.cavernosa,Bleached,3-39-c,Pre-bleach,0.387055266,0.035912042,-1.444759905,0.503,0,0,2,0,NaN,17/11/2019,C,0.001442875,39
M.cavernosa,Bleached,3-39-c,Pre-outplant,0.24202914,0.022456123,-1.648665228,0.258,0.998789466,0.998789466,2,NaN,91,05/03/2020,C,0.938948279,39
M.cavernosa,Bleached,3-39-c,Recovery,0,0,-6.5,0.271,NaN,NA,2,NaN,31,06/01/2020,C,0.439014519,39
M.cavernosa,Bleached,3-39-d,Post-bleach,0.007777981,0.000721662,-3.14166599,0.182,0,0,2,6.43,NaN,06/12/2019,C,0.037037037,39
M.cavernosa,Bleached,3-39-d,Pre-bleach,0.167834532,0.015572145,-1.807651564,0.531,0,0,2,0,NaN,17/11/2019,C,0.001442875,39
M.cavernosa,Bleached,3-39-d,Pre-outplant,0.425931106,0.039519048,-1.403193527,0.309,0.998831463,0.998831463,2,NaN,91,05/03/2020,C,0.938948279,39
